Transaction_ID	Items
2248	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=rent,type of home=other,ethnic classification=white,language in home=english}
2250	{income=$0-$40,000,sex=female,marital status=cohabitation,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=no,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=english}
2255	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
2256	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=asian,language in home=english}
2259	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2260	{income=$0-$40,000,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2261	{income=$0-$40,000,sex=female,marital status=cohabitation,age=35+,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2262	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2263	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2266	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2267	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2271	{income=$0-$40,000,sex=male,marital status=divorced,age=35+,education=college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2272	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=english}
2273	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=spanish}
2274	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=english}
2275	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=spanish}
2276	{income=$40,000+,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=hispanic,language in home=english}
